Beginning output for all logs:
778:InfoPacket: Creating logger object 
1733:WallMap: x 3: 720.0 
1733:WallMap: y 0: 0 
1734:WallMap: y 1: 10 
1734:WallMap: y 2: 720.0 
1734:WallMap: y 3: 720.0 
1734:WallMap: x 0: 0 
1734:WallMap: x 1: 10 
1734:WallMap: x 2: 720.0 
1734:WallMap: x 3: 720.0 
1734:WallMap: y 0: 0 
1734:WallMap: y 1: 10 
1735:WallMap: y 2: 720.0 
1735:WallMap: y 3: 720.0 
1735:WallMap: x 0: 0 
1735:WallMap: x 1: 10 
1735:WallMap: x 2: 720.0 
1735:WallMap: x 3: 720.0 
1735:WallMap: y 0: 0 
1735:WallMap: y 1: 10 
1735:WallMap: y 2: 720.0 
1735:WallMap: y 3: 720.0 
1736:WallMap: x 0: 0 
1736:WallMap: x 1: 10 
1736:WallMap: x 2: 720.0 
1736:WallMap: x 3: 720.0 
1736:WallMap: y 0: 0 
1736:WallMap: y 1: 10 
1736:WallMap: y 2: 720.0 
1736:WallMap: y 3: 720.0 
1736:WallMap: x 0: 0 
1737:WallMap: x 1: 10 
1737:WallMap: x 2: 720.0 
1737:WallMap: x 3: 720.0 
1737:WallMap: y 0: 0 
1737:WallMap: y 1: 10 
1737:WallMap: y 2: 720.0 
1737:WallMap: y 3: 720.0 
1737:WallMap: x 0: 0 
1737:WallMap: x 1: 10 
1737:WallMap: x 2: 720.0 
1737:WallMap: x 3: 720.0 
1737:WallMap: y 0: 0 
1738:WallMap: y 1: 10 
1738:WallMap: y 2: 720.0 
1738:WallMap: y 3: 720.0 
1738:WallMap: x 0: 0 
1738:WallMap: x 1: 10 
1738:WallMap: x 2: 720.0 
1738:WallMap: x 3: 720.0 
1738:WallMap: y 0: 0 
1739:WallMap: y 1: 10 
1739:WallMap: y 2: 720.0 
1739:WallMap: y 3: 720.0 
1739:WallMap: x 0: 0 
1739:WallMap: x 1: 10 
1739:WallMap: x 2: 720.0 
1739:WallMap: x 3: 720.0 
1739:WallMap: y 0: 0 
1740:WallMap: y 1: 10 
1740:WallMap: y 2: 720.0 
1740:WallMap: y 3: 720.0 
1740:WallMap: x 0: 0 
1740:WallMap: x 1: 10 
1740:WallMap: x 2: 720.0 
1740:WallMap: x 3: 720.0 
1740:WallMap: y 0: 0 
1740:WallMap: y 1: 10 
1740:WallMap: y 2: 720.0 
1741:WallMap: y 3: 720.0 
1741:WallMap: x 0: 0 
1741:WallMap: x 1: 10 
1741:WallMap: x 2: 720.0 
1741:WallMap: x 3: 720.0 
1741:WallMap: y 0: 0 
1741:WallMap: y 1: 10 
1742:WallMap: y 2: 720.0 
1742:WallMap: y 3: 720.0 
1742:WallMap: x 0: 0 
1742:WallMap: x 1: 10 
1742:WallMap: x 2: 720.0 
1742:WallMap: x 3: 720.0 
1742:WallMap: y 0: 0 
1742:WallMap: y 1: 10 
1742:WallMap: y 2: 720.0 
1743:WallMap: y 3: 720.0 
1743:WallMap: x 0: 0 
1743:WallMap: x 1: 10 
1743:WallMap: x 2: 720.0 
1743:WallMap: x 3: 720.0 
1743:WallMap: y 0: 0 
1743:WallMap: y 1: 10 
1743:WallMap: y 2: 720.0 
1743:WallMap: y 3: 720.0 
1743:WallMap: x 0: 0 
1743:WallMap: x 1: 10 
1744:WallMap: x 2: 720.0 
1744:WallMap: x 3: 720.0 
1744:WallMap: y 0: 0 
1744:WallMap: y 1: 10 
1744:WallMap: y 2: 720.0 
1744:WallMap: y 3: 720.0 
1744:WallMap: x 0: 0 
1744:WallMap: x 1: 10 
1744:WallMap: x 2: 720.0 
1745:WallMap: x 3: 720.0 
1745:WallMap: y 0: 0 
1745:WallMap: y 1: 10 
1745:WallMap: y 2: 720.0 
1745:WallMap: y 3: 720.0 
1745:WallMap: x 0: 0 
1745:WallMap: x 1: 10 
1745:WallMap: x 2: 720.0 
1745:WallMap: x 3: 720.0 
1745:WallMap: y 0: 0 
1746:WallMap: y 1: 10 
1746:WallMap: y 2: 720.0 
1746:WallMap: y 3: 720.0 
1746:WallMap: x 0: 0 
1746:WallMap: x 1: 10 
1746:WallMap: x 2: 720.0 
1746:WallMap: x 3: 720.0 
1746:WallMap: y 0: 0 
1746:WallMap: y 1: 10 
1746:WallMap: y 2: 720.0 
1747:WallMap: y 3: 720.0 
1747:WallMap: x 0: 0 
1747:WallMap: x 1: 10 
1747:WallMap: x 2: 720.0 
1747:WallMap: x 3: 720.0 
1747:WallMap: y 0: 0 
1747:WallMap: y 1: 10 
1747:WallMap: y 2: 720.0 
1747:WallMap: y 3: 720.0 
1748:WallMap: x 0: 0 
1748:WallMap: x 1: 10 
1748:WallMap: x 2: 720.0 
1748:WallMap: x 3: 720.0 
1748:WallMap: y 0: 0 
1748:WallMap: y 1: 10 
1748:WallMap: y 2: 720.0 
1748:WallMap: y 3: 720.0 
1751:Robot: State changed to: stop 
1752:WallMap: x 0: 0 
1752:WallMap: x 1: 10 
1752:WallMap: x 2: 720.0 
1752:WallMap: x 3: 720.0 
1752:WallMap: y 0: 0 
1752:WallMap: y 1: 10 
1752:WallMap: y 2: 720.0 
1752:WallMap: y 3: 720.0 
1752:WallMap: x 0: 0 
1753:WallMap: x 1: 10 
1753:WallMap: x 2: 720.0 
1753:WallMap: x 3: 720.0 
1753:WallMap: y 0: 0 
1753:WallMap: y 1: 10 
1753:WallMap: y 2: 720.0 
1753:WallMap: y 3: 720.0 
1753:WallMap: x 0: 0 
1753:WallMap: x 1: 10 
1754:WallMap: x 2: 720.0 
1754:WallMap: x 3: 720.0 
1754:WallMap: y 0: 0 
1754:WallMap: y 1: 10 
1754:WallMap: y 2: 720.0 
1754:WallMap: y 3: 720.0 
1754:WallMap: x 0: 0 
1754:WallMap: x 1: 10 
1754:WallMap: x 2: 720.0 
1754:WallMap: x 3: 720.0 
1754:WallMap: y 0: 0 
1755:WallMap: y 1: 10 
1755:WallMap: y 2: 720.0 
1755:WallMap: y 3: 720.0 
1755:WallMap: x 0: 0 
1755:WallMap: x 1: 10 
1755:WallMap: x 2: 720.0 
1755:WallMap: x 3: 720.0 
1755:WallMap: y 0: 0 
1755:WallMap: y 1: 10 
1756:WallMap: y 2: 720.0 
1756:WallMap: y 3: 720.0 
1756:WallMap: x 0: 0 
1756:WallMap: x 1: 10 
1756:WallMap: x 2: 720.0 
1756:WallMap: x 3: 720.0 
1756:WallMap: y 0: 0 
1756:WallMap: y 1: 10 
1756:WallMap: y 2: 720.0 
1756:WallMap: y 3: 720.0 
1757:WallMap: x 0: 0 
1757:WallMap: x 1: 10 
1757:WallMap: x 2: 720.0 
1757:WallMap: x 3: 720.0 
1757:WallMap: y 0: 0 
1757:WallMap: y 1: 10 
1757:WallMap: y 2: 720.0 
1758:WallMap: y 3: 720.0 
1758:WallMap: x 0: 0 
1758:WallMap: x 1: 10 
1758:WallMap: x 2: 720.0 
1758:WallMap: x 3: 720.0 
1758:WallMap: y 0: 0 
1759:WallMap: y 1: 10 
1759:WallMap: y 2: 720.0 
1759:WallMap: y 3: 720.0 
1759:WallMap: x 0: 0 
1759:WallMap: x 1: 10 
1759:WallMap: x 2: 720.0 
1759:WallMap: x 3: 720.0 
1759:WallMap: y 0: 0 
1759:WallMap: y 1: 10 
1759:WallMap: y 2: 720.0 
1760:WallMap: y 3: 720.0 
1760:WallMap: x 0: 0 
1760:WallMap: x 1: 10 
1760:WallMap: x 2: 720.0 
1760:WallMap: x 3: 720.0 
1760:WallMap: y 0: 0 
1760:WallMap: y 1: 10 
1760:WallMap: y 2: 720.0 
1760:WallMap: y 3: 720.0 
1761:WallMap: x 0: 0 
1761:WallMap: x 1: 10 
1761:WallMap: x 2: 720.0 
1761:WallMap: x 3: 720.0 
1761:WallMap: y 0: 0 
1761:WallMap: y 1: 10 
1761:WallMap: y 2: 720.0 
1761:WallMap: y 3: 720.0 
1761:WallMap: x 0: 0 
1761:WallMap: x 1: 10 
1762:WallMap: x 2: 720.0 
1762:WallMap: x 3: 720.0 
1762:WallMap: y 0: 0 
1762:WallMap: y 1: 10 
1762:WallMap: y 2: 720.0 
1762:WallMap: y 3: 720.0 
1762:WallMap: x 0: 0 
1762:WallMap: x 1: 10 
1762:WallMap: x 2: 720.0 
1762:WallMap: x 3: 720.0 
1763:WallMap: y 0: 0 
1763:WallMap: y 1: 10 
1763:WallMap: y 2: 720.0 
1763:WallMap: y 3: 720.0 
1763:WallMap: x 0: 0 
1763:WallMap: x 1: 10 
1763:WallMap: x 2: 720.0 
1763:WallMap: x 3: 720.0 
1764:WallMap: y 0: 0 
1764:WallMap: y 1: 10 
1764:WallMap: y 2: 720.0 
1764:WallMap: y 3: 720.0 
1764:WallMap: x 0: 0 
1764:WallMap: x 1: 10 
1764:WallMap: x 2: 720.0 
1764:WallMap: x 3: 720.0 
1764:WallMap: y 0: 0 
1765:WallMap: y 1: 10 
1765:WallMap: y 2: 720.0 
1765:WallMap: y 3: 720.0 
1765:WallMap: x 0: 0 
1765:WallMap: x 1: 10 
1765:WallMap: x 2: 720.0 
1765:WallMap: x 3: 720.0 
1765:WallMap: y 0: 0 
1766:WallMap: y 1: 10 
1766:WallMap: y 2: 720.0 
1766:WallMap: y 3: 720.0 
1766:WallMap: x 0: 0 
1766:WallMap: x 1: 10 
1766:WallMap: x 2: 720.0 
1766:WallMap: x 3: 720.0 
1766:WallMap: y 0: 0 
1766:WallMap: y 1: 10 
1767:WallMap: y 2: 720.0 
1767:WallMap: y 3: 720.0 
1767:WallMap: x 0: 0 
1767:WallMap: x 1: 10 
1767:WallMap: x 2: 720.0 
1767:WallMap: x 3: 720.0 
1767:WallMap: y 0: 0 
1767:WallMap: y 1: 10 
1767:WallMap: y 2: 720.0 
1768:WallMap: y 3: 720.0 
1768:WallMap: x 0: 0 
1768:WallMap: x 1: 10 
1768:WallMap: x 2: 720.0 
1768:WallMap: x 3: 720.0 
1768:WallMap: y 0: 0 
1768:WallMap: y 1: 10 
1768:WallMap: y 2: 720.0 
1768:WallMap: y 3: 720.0 
1768:WallMap: x 0: 0 
1769:WallMap: x 1: 10 
1769:WallMap: x 2: 720.0 
1769:WallMap: x 3: 720.0 
1769:WallMap: y 0: 0 
1769:WallMap: y 1: 10 
1769:WallMap: y 2: 720.0 
1769:WallMap: y 3: 720.0 
1769:WallMap: x 0: 0 
1769:WallMap: x 1: 10 
1769:WallMap: x 2: 720.0 
1770:WallMap: x 3: 720.0 
1770:WallMap: y 0: 0 
1770:WallMap: y 1: 10 
1770:WallMap: y 2: 720.0 
1770:WallMap: y 3: 720.0 
1770:WallMap: x 0: 0 
1770:WallMap: x 1: 10 
1770:WallMap: x 2: 720.0 
1771:WallMap: x 3: 720.0 
1771:WallMap: y 0: 0 
1771:WallMap: y 1: 10 
1771:WallMap: y 2: 720.0 
1771:WallMap: y 3: 720.0 
1771:WallMap: x 0: 0 
1771:WallMap: x 1: 10 
1771:WallMap: x 2: 720.0 
1771:WallMap: x 3: 720.0 
1771:WallMap: y 0: 0 
1772:WallMap: y 1: 10 
1772:WallMap: y 2: 720.0 
1772:WallMap: y 3: 720.0 
1772:WallMap: x 0: 0 
1772:WallMap: x 1: 10 
1772:WallMap: x 2: 720.0 
1772:WallMap: x 3: 720.0 
1772:WallMap: y 0: 0 
1772:WallMap: y 1: 10 
1772:WallMap: y 2: 720.0 
1772:WallMap: y 3: 720.0 
1776:Robot: State changed to: stop 
1776:WallMap: x 0: 0 
1776:WallMap: x 1: 10 
1776:WallMap: x 2: 720.0 
1776:WallMap: x 3: 720.0 
1776:WallMap: y 0: 0 
1777:WallMap: y 1: 10 
1777:WallMap: y 2: 720.0 
1777:WallMap: y 3: 720.0 
1777:WallMap: x 0: 0 
1777:WallMap: x 1: 10 
1777:WallMap: x 2: 720.0 
1777:WallMap: x 3: 720.0 
1777:WallMap: y 0: 0 
1777:WallMap: y 1: 10 
1778:WallMap: y 2: 720.0 
1778:WallMap: y 3: 720.0 
1778:WallMap: x 0: 0 
1778:WallMap: x 1: 10 
1778:WallMap: x 2: 720.0 
1778:WallMap: x 3: 720.0 
1778:WallMap: y 0: 0 
1778:WallMap: y 1: 10 
1779:WallMap: y 2: 720.0 
1779:WallMap: y 3: 720.0 
1779:WallMap: x 0: 0 
1779:WallMap: x 1: 10 
1779:WallMap: x 2: 720.0 
1779:WallMap: x 3: 720.0 
1779:WallMap: y 0: 0 
1779:WallMap: y 1: 10 
1779:WallMap: y 2: 720.0 
1780:WallMap: y 3: 720.0 
1780:WallMap: x 0: 0 
1780:WallMap: x 1: 10 
1780:WallMap: x 2: 720.0 
1780:WallMap: x 3: 720.0 
1780:WallMap: y 0: 0 
1780:WallMap: y 1: 10 
1780:WallMap: y 2: 720.0 
1780:WallMap: y 3: 720.0 
1781:WallMap: x 0: 0 
1781:WallMap: x 1: 10 
1781:WallMap: x 2: 720.0 
1781:WallMap: x 3: 720.0 
1781:WallMap: y 0: 0 
1781:WallMap: y 1: 10 
1781:WallMap: y 2: 720.0 
1781:WallMap: y 3: 720.0 
1781:WallMap: x 0: 0 
1782:WallMap: x 1: 10 
1782:WallMap: x 2: 720.0 
1782:WallMap: x 3: 720.0 
1782:WallMap: y 0: 0 
1782:WallMap: y 1: 10 
1782:WallMap: y 2: 720.0 
1782:WallMap: y 3: 720.0 
1782:WallMap: x 0: 0 
1782:WallMap: x 1: 10 
1782:WallMap: x 2: 720.0 
1782:WallMap: x 3: 720.0 
1783:WallMap: y 0: 0 
1783:WallMap: y 1: 10 
1783:WallMap: y 2: 720.0 
1783:WallMap: y 3: 720.0 
1783:WallMap: x 0: 0 
1783:WallMap: x 1: 10 
1783:WallMap: x 2: 720.0 
1783:WallMap: x 3: 720.0 
1783:WallMap: y 0: 0 
1783:WallMap: y 1: 10 
1783:WallMap: y 2: 720.0 
1783:WallMap: y 3: 720.0 
1784:WallMap: x 0: 0 
1784:WallMap: x 1: 10 
1784:WallMap: x 2: 720.0 
1784:WallMap: x 3: 720.0 
1784:WallMap: y 0: 0 
1784:WallMap: y 1: 10 
1784:WallMap: y 2: 720.0 
1784:WallMap: y 3: 720.0 
1784:WallMap: x 0: 0 
1784:WallMap: x 1: 10 
1784:WallMap: x 2: 720.0 
1785:WallMap: x 3: 720.0 
1785:WallMap: y 0: 0 
1785:WallMap: y 1: 10 
1785:WallMap: y 2: 720.0 
1785:WallMap: y 3: 720.0 
1785:WallMap: x 0: 0 
1785:WallMap: x 1: 10 
1785:WallMap: x 2: 720.0 
1785:WallMap: x 3: 720.0 
1785:WallMap: y 0: 0 
1785:WallMap: y 1: 10 
1785:WallMap: y 2: 720.0 
1786:WallMap: y 3: 720.0 
1786:WallMap: x 0: 0 
1786:WallMap: x 1: 10 
1786:WallMap: x 2: 720.0 
1786:WallMap: x 3: 720.0 
1786:WallMap: y 0: 0 
1786:WallMap: y 1: 10 
1786:WallMap: y 2: 720.0 
1786:WallMap: y 3: 720.0 
1786:WallMap: x 0: 0 
1786:WallMap: x 1: 10 
1787:WallMap: x 2: 720.0 
1787:WallMap: x 3: 720.0 
1787:WallMap: y 0: 0 
1787:WallMap: y 1: 10 
1787:WallMap: y 2: 720.0 
1787:WallMap: y 3: 720.0 
1787:WallMap: x 0: 0 
1787:WallMap: x 1: 10 
1787:WallMap: x 2: 720.0 
1787:WallMap: x 3: 720.0 
1788:WallMap: y 0: 0 
1788:WallMap: y 1: 10 
1788:WallMap: y 2: 720.0 
1788:WallMap: y 3: 720.0 
1788:WallMap: x 0: 0 
1788:WallMap: x 1: 10 
1788:WallMap: x 2: 720.0 
1788:WallMap: x 3: 720.0 
1789:WallMap: y 0: 0 
1789:WallMap: y 1: 10 
1789:WallMap: y 2: 720.0 
1789:WallMap: y 3: 720.0 
1789:WallMap: x 0: 0 
1789:WallMap: x 1: 10 
1789:WallMap: x 2: 720.0 
1789:WallMap: x 3: 720.0 
1789:WallMap: y 0: 0 
1789:WallMap: y 1: 10 
1790:WallMap: y 2: 720.0 
1790:WallMap: y 3: 720.0 
1790:WallMap: x 0: 0 
1790:WallMap: x 1: 10 
1790:WallMap: x 2: 720.0 
1790:WallMap: x 3: 720.0 
1790:WallMap: y 0: 0 
1790:WallMap: y 1: 10 
1790:WallMap: y 2: 720.0 
1791:WallMap: y 3: 720.0 
1791:WallMap: x 0: 0 
1791:WallMap: x 1: 10 
1791:WallMap: x 2: 720.0 
1791:WallMap: x 3: 720.0 
1791:WallMap: y 0: 0 
1791:WallMap: y 1: 10 
1791:WallMap: y 2: 720.0 
1792:WallMap: y 3: 720.0 
1792:WallMap: x 0: 0 
1792:WallMap: x 1: 10 
1792:WallMap: x 2: 720.0 
1792:WallMap: x 3: 720.0 
1792:WallMap: y 0: 0 
1792:WallMap: y 1: 10 
1792:WallMap: y 2: 720.0 
1792:WallMap: y 3: 720.0 
1792:WallMap: x 0: 0 
1793:WallMap: x 1: 10 
1793:WallMap: x 2: 720.0 
1793:WallMap: x 3: 720.0 
1793:WallMap: y 0: 0 
1793:WallMap: y 1: 10 
1793:WallMap: y 2: 720.0 
1793:WallMap: y 3: 720.0 
1793:WallMap: x 0: 0 
1794:WallMap: x 1: 10 
1794:WallMap: x 2: 720.0 
1794:WallMap: x 3: 720.0 
1794:WallMap: y 0: 0 
1794:WallMap: y 1: 10 
1794:WallMap: y 2: 720.0 
1794:WallMap: y 3: 720.0 
1794:WallMap: x 0: 0 
1794:WallMap: x 1: 10 
1795:WallMap: x 2: 720.0 
1795:WallMap: x 3: 720.0 
1795:WallMap: y 0: 0 
1795:WallMap: y 1: 10 
1795:WallMap: y 2: 720.0 
1795:WallMap: y 3: 720.0 
1795:WallMap: x 0: 0 
1795:WallMap: x 1: 10 
1795:WallMap: x 2: 720.0 
1795:WallMap: x 3: 720.0 
1796:WallMap: y 0: 0 
1796:WallMap: y 1: 10 
1796:WallMap: y 2: 720.0 
1796:WallMap: y 3: 720.0 
1796:WallMap: x 0: 0 
1796:WallMap: x 1: 10 
1796:WallMap: x 2: 720.0 
1796:WallMap: x 3: 720.0 
1796:WallMap: y 0: 0 
1796:WallMap: y 1: 10 
1797:WallMap: y 2: 720.0 
1797:WallMap: y 3: 720.0 
1800:Robot: State changed to: stop 
1800:WallMap: x 0: 0 
1800:WallMap: x 1: 10 
1800:WallMap: x 2: 720.0 
1801:WallMap: x 3: 720.0 
1801:WallMap: y 0: 0 
1801:WallMap: y 1: 10 
1801:WallMap: y 2: 720.0 
1801:WallMap: y 3: 720.0 
1801:WallMap: x 0: 0 
1801:WallMap: x 1: 10 
1801:WallMap: x 2: 720.0 
1801:WallMap: x 3: 720.0 
1801:WallMap: y 0: 0 
1801:WallMap: y 1: 10 
1802:WallMap: y 2: 720.0 
1802:WallMap: y 3: 720.0 
1802:WallMap: x 0: 0 
1802:WallMap: x 1: 10 
1802:WallMap: x 2: 720.0 
1802:WallMap: x 3: 720.0 
1802:WallMap: y 0: 0 
1802:WallMap: y 1: 10 
1803:WallMap: y 2: 720.0 
1803:WallMap: y 3: 720.0 
1803:WallMap: x 0: 0 
1803:WallMap: x 1: 10 
1803:WallMap: x 2: 720.0 
1803:WallMap: x 3: 720.0 
1803:WallMap: y 0: 0 
1803:WallMap: y 1: 10 
1803:WallMap: y 2: 720.0 
1804:WallMap: y 3: 720.0 
1804:WallMap: x 0: 0 
1804:WallMap: x 1: 10 
1804:WallMap: x 2: 720.0 
1804:WallMap: x 3: 720.0 
1804:WallMap: y 0: 0 
1804:WallMap: y 1: 10 
1804:WallMap: y 2: 720.0 
1804:WallMap: y 3: 720.0 
1804:WallMap: x 0: 0 
1805:WallMap: x 1: 10 
1805:WallMap: x 2: 720.0 
1805:WallMap: x 3: 720.0 
1805:WallMap: y 0: 0 
1805:WallMap: y 1: 10 
1805:WallMap: y 2: 720.0 
1805:WallMap: y 3: 720.0 
1805:WallMap: x 0: 0 
1805:WallMap: x 1: 10 
1806:WallMap: x 2: 720.0 
1806:WallMap: x 3: 720.0 
1806:WallMap: y 0: 0 
1806:WallMap: y 1: 10 
1806:WallMap: y 2: 720.0 
1806:WallMap: y 3: 720.0 
1806:WallMap: x 0: 0 
1806:WallMap: x 1: 10 
1806:WallMap: x 2: 720.0 
1806:WallMap: x 3: 720.0 
1806:WallMap: y 0: 0 
1807:WallMap: y 1: 10 
1807:WallMap: y 2: 720.0 
1807:WallMap: y 3: 720.0 
1807:WallMap: x 0: 0 
1807:WallMap: x 1: 10 
1807:WallMap: x 2: 720.0 
1807:WallMap: x 3: 720.0 
1807:WallMap: y 0: 0 
1808:WallMap: y 1: 10 
1808:WallMap: y 2: 720.0 
1808:WallMap: y 3: 720.0 
1808:WallMap: x 0: 0 
1808:WallMap: x 1: 10 
1808:WallMap: x 2: 720.0 
1808:WallMap: x 3: 720.0 
1808:WallMap: y 0: 0 
1808:WallMap: y 1: 10 
1808:WallMap: y 2: 720.0 
1809:WallMap: y 3: 720.0 
1809:WallMap: x 0: 0 
1809:WallMap: x 1: 10 
1809:WallMap: x 2: 720.0 
1809:WallMap: x 3: 720.0 
1809:WallMap: y 0: 0 
1809:WallMap: y 1: 10 
1809:WallMap: y 2: 720.0 
1809:WallMap: y 3: 720.0 
1809:WallMap: x 0: 0 
1809:WallMap: x 1: 10 
1810:WallMap: x 2: 720.0 
1810:WallMap: x 3: 720.0 
1810:WallMap: y 0: 0 
1810:WallMap: y 1: 10 
1810:WallMap: y 2: 720.0 
1810:WallMap: y 3: 720.0 
1810:WallMap: x 0: 0 
1810:WallMap: x 1: 10 
1810:WallMap: x 2: 720.0 
1810:WallMap: x 3: 720.0 
1810:WallMap: y 0: 0 
1810:WallMap: y 1: 10 
1810:WallMap: y 2: 720.0 
1811:WallMap: y 3: 720.0 
1811:WallMap: x 0: 0 
1811:WallMap: x 1: 10 
1811:WallMap: x 2: 720.0 
1811:WallMap: x 3: 720.0 
1811:WallMap: y 0: 0 
1811:WallMap: y 1: 10 
1811:WallMap: y 2: 720.0 
1811:WallMap: y 3: 720.0 
1811:WallMap: x 0: 0 
1812:WallMap: x 1: 10 
1812:WallMap: x 2: 720.0 
1812:WallMap: x 3: 720.0 
1812:WallMap: y 0: 0 
1812:WallMap: y 1: 10 
1812:WallMap: y 2: 720.0 
1812:WallMap: y 3: 720.0 
1812:WallMap: x 0: 0 
1812:WallMap: x 1: 10 
1812:WallMap: x 2: 720.0 
1812:WallMap: x 3: 720.0 
1812:WallMap: y 0: 0 
1813:WallMap: y 1: 10 
1813:WallMap: y 2: 720.0 
1813:WallMap: y 3: 720.0 
1813:WallMap: x 0: 0 
1813:WallMap: x 1: 10 
1813:WallMap: x 2: 720.0 
1813:WallMap: x 3: 720.0 
1814:WallMap: y 0: 0 
1814:WallMap: y 1: 10 
1814:WallMap: y 2: 720.0 
1814:WallMap: y 3: 720.0 
1814:WallMap: x 0: 0 
1814:WallMap: x 1: 10 
1814:WallMap: x 2: 720.0 
1814:WallMap: x 3: 720.0 
1814:WallMap: y 0: 0 
1814:WallMap: y 1: 10 
1815:WallMap: y 2: 720.0 
1815:WallMap: y 3: 720.0 
1815:WallMap: x 0: 0 
1815:WallMap: x 1: 10 
1815:WallMap: x 2: 720.0 
1815:WallMap: x 3: 720.0 
1815:WallMap: y 0: 0 
1815:WallMap: y 1: 10 
1815:WallMap: y 2: 720.0 
1815:WallMap: y 3: 720.0 
1815:WallMap: x 0: 0 
1816:WallMap: x 1: 10 
1816:WallMap: x 2: 720.0 
1816:WallMap: x 3: 720.0 
1816:WallMap: y 0: 0 
1816:WallMap: y 1: 10 
1816:WallMap: y 2: 720.0 
1816:WallMap: y 3: 720.0 
1816:WallMap: x 0: 0 
1816:WallMap: x 1: 10 
1816:WallMap: x 2: 720.0 
1816:WallMap: x 3: 720.0 
1816:WallMap: y 0: 0 
1817:WallMap: y 1: 10 
1817:WallMap: y 2: 720.0 
1817:WallMap: y 3: 720.0 
1817:WallMap: x 0: 0 
1817:WallMap: x 1: 10 
1817:WallMap: x 2: 720.0 
1817:WallMap: x 3: 720.0 
1817:WallMap: y 0: 0 
1817:WallMap: y 1: 10 
1817:WallMap: y 2: 720.0 
1817:WallMap: y 3: 720.0 
1818:WallMap: x 0: 0 
1818:WallMap: x 1: 10 
1818:WallMap: x 2: 720.0 
1818:WallMap: x 3: 720.0 
1818:WallMap: y 0: 0 
1818:WallMap: y 1: 10 
1818:WallMap: y 2: 720.0 
1818:WallMap: y 3: 720.0 
1818:WallMap: x 0: 0 
1818:WallMap: x 1: 10 
1818:WallMap: x 2: 720.0 
1818:WallMap: x 3: 720.0 
1819:WallMap: y 0: 0 
1819:WallMap: y 1: 10 
1819:WallMap: y 2: 720.0 
1819:WallMap: y 3: 720.0 
1819:WallMap: x 0: 0 
1819:WallMap: x 1: 10 
1819:WallMap: x 2: 720.0 
1819:WallMap: x 3: 720.0 
1819:WallMap: y 0: 0 
1819:WallMap: y 1: 10 
1819:WallMap: y 2: 720.0 
1819:WallMap: y 3: 720.0 
1823:Robot: State changed to: stop 
1823:WallMap: x 0: 0 
1823:WallMap: x 1: 10 
1823:WallMap: x 2: 720.0 
1823:WallMap: x 3: 720.0 
1823:WallMap: y 0: 0 
1823:WallMap: y 1: 10 
1824:WallMap: y 2: 720.0 
1824:WallMap: y 3: 720.0 
1824:WallMap: x 0: 0 
1824:WallMap: x 1: 10 
1824:WallMap: x 2: 720.0 
1824:WallMap: x 3: 720.0 
1824:WallMap: y 0: 0 
1824:WallMap: y 1: 10 
1825:WallMap: y 2: 720.0 
1825:WallMap: y 3: 720.0 
1825:WallMap: x 0: 0 
1825:WallMap: x 1: 10 
1825:WallMap: x 2: 720.0 
1825:WallMap: x 3: 720.0 
1825:WallMap: y 0: 0 
1826:WallMap: y 1: 10 
1826:WallMap: y 2: 720.0 
1826:WallMap: y 3: 720.0 
1826:WallMap: x 0: 0 
1826:WallMap: x 1: 10 
1826:WallMap: x 2: 720.0 
1826:WallMap: x 3: 720.0 
1826:WallMap: y 0: 0 
1827:WallMap: y 1: 10 
1827:WallMap: y 2: 720.0 
1827:WallMap: y 3: 720.0 
1827:WallMap: x 0: 0 
1827:WallMap: x 1: 10 
1827:WallMap: x 2: 720.0 
1827:WallMap: x 3: 720.0 
1827:WallMap: y 0: 0 
1828:WallMap: y 1: 10 
1828:WallMap: y 2: 720.0 
1828:WallMap: y 3: 720.0 
1828:WallMap: x 0: 0 
1828:WallMap: x 1: 10 
1828:WallMap: x 2: 720.0 
1828:WallMap: x 3: 720.0 
1828:WallMap: y 0: 0 
1828:WallMap: y 1: 10 
1828:WallMap: y 2: 720.0 
1828:WallMap: y 3: 720.0 
1829:WallMap: x 0: 0 
1829:WallMap: x 1: 10 
1829:WallMap: x 2: 720.0 
1829:WallMap: x 3: 720.0 
1829:WallMap: y 0: 0 
1829:WallMap: y 1: 10 
1829:WallMap: y 2: 720.0 
1830:WallMap: y 3: 720.0 
1830:WallMap: x 0: 0 
1830:WallMap: x 1: 10 
1830:WallMap: x 2: 720.0 
1830:WallMap: x 3: 720.0 
1830:WallMap: y 0: 0 
1830:WallMap: y 1: 10 
1830:WallMap: y 2: 720.0 
1831:WallMap: y 3: 720.0 
1831:WallMap: x 0: 0 
1831:WallMap: x 1: 10 
1831:WallMap: x 2: 720.0 
1831:WallMap: x 3: 720.0 
1831:WallMap: y 0: 0 
1831:WallMap: y 1: 10 
1831:WallMap: y 2: 720.0 
1831:WallMap: y 3: 720.0 
1831:WallMap: x 0: 0 
1832:WallMap: x 1: 10 
1832:WallMap: x 2: 720.0 
1832:WallMap: x 3: 720.0 
1832:WallMap: y 0: 0 
1832:WallMap: y 1: 10 
1832:WallMap: y 2: 720.0 
1832:WallMap: y 3: 720.0 
1832:WallMap: x 0: 0 
1832:WallMap: x 1: 10 
1832:WallMap: x 2: 720.0 
1832:WallMap: x 3: 720.0 
1832:WallMap: y 0: 0 
